i,j,x,y,Bx,By,Bz,psi,divB
15,53,0.121094,0.417969,1.00314,0.000886314,0,-0.00078186,0.0184801
16,53,0.128906,0.417969,1.00334,0.00097948,0,-0.000821229,0.0194109
17,53,0.136719,0.417969,1.00355,0.00108001,0,-0.000858786,0.0202948
18,53,0.144531,0.417969,1.00377,0.00118854,0,-0.000894465,0.0211296
19,53,0.152344,0.417969,1.004,0.00130572,0,-0.000928201,0.0219131
20,53,0.160156,0.417969,1.00425,0.00143225,0,-0.000959922,0.0226434
21,53,0.167969,0.417969,1.0045,0.00156884,0,-0.000989555,0.0233185
22,53,0.175781,0.417969,1.00477,0.00171626,0,-0.00101702,0.0239367
23,53,0.183594,0.417969,1.00505,0.00187528,0,-0.00104224,0.0244961
24,53,0.191406,0.417969,1.00534,0.00204671,0,-0.00106513,0.024995
25,53,0.199219,0.417969,1.00564,0.00223138,0,-0.0010856,0.0254317
26,53,0.207031,0.417969,1.00594,0.00243016,0,-0.00110355,0.0258045
27,53,0.214844,0.417969,1.00626,0.00264388,0,-0.0011189,0.0261118
28,53,0.222656,0.417969,1.00659,0.00287341,0,-0.00113154,0.026352
29,53,0.230469,0.417969,1.00693,0.00311957,0,-0.00114138,0.0265236
30,53,0.238281,0.417969,1.00728,0.00338313,0,-0.00114833,0.026625
31,53,0.246094,0.417969,1.00764,0.00366478,0,-0.0011523,0.0266548
32,53,0.253906,0.417969,1.00801,0.00396511,0,-0.0011532,0.0266117
33,53,0.261719,0.417969,1.00838,0.00428449,0,-0.00115096,0.0264946
34,53,0.269531,0.417969,1.00877,0.00462306,0,-0.0011455,0.0263024
35,53,0.277344,0.417969,1.00916,0.00498066,0,-0.00113677,0.0260343
36,53,0.285156,0.417969,1.00956,0.00535669,0,-0.00112472,0.02569
37,53,0.292969,0.417969,1.00997,0.00575001,0,-0.00110934,0.0252691
38,53,0.300781,0.417969,1.01039,0.00615886,0,-0.00109061,0.0247722
39,53,0.308594,0.417969,1.01081,0.0065807,0,-0.00106856,0.0241999
40,53,0.316406,0.417969,1.01124,0.00701207,0,-0.00104322,0.0235536
41,53,0.324219,0.417969,1.01168,0.00744846,0,-0.00101467,0.0228355
42,53,0.332031,0.417969,1.01212,0.00788422,0,-0.000983017,0.0220483
43,53,0.339844,0.417969,1.01257,0.00831246,0,-0.000948391,0.0211956
44,53,0.347656,0.417969,1.01302,0.00872496,0,-0.000910965,0.0202819
45,53,0.355469,0.417969,1.01348,0.00911221,0,-0.000870948,0.0193127
46,53,0.363281,0.417969,1.01393,0.00946348,0,-0.00082858,0.018294
47,53,0.371094,0.417969,1.01439,0.00976692,0,-0.000784133,0.0172331
48,53,0.378906,0.417969,1.01485,0.0100099,0,-0.000737908,0.0161377
49,53,0.386719,0.417969,1.0153,0.0101791,0,-0.000690227,0.0150162
50,53,0.394531,0.417969,1.01574,0.0102614,0,-0.000641427,0.0138775
51,53,0.402344,0.417969,1.01618,0.010244,0,-0.000591849,0.0127304
52,53,0.410156,0.417969,1.0166,0.010115,0,-0.000541829,0.0115837
53,53,0.417969,0.417969,1.01701,0.0098643,0,-0.000491685,0.0104457
54,53,0.425781,0.417969,1.01739,0.00948407,0,-0.000441709,0.00932383
55,53,0.433594,0.417969,1.01776,0.00896937,0,-0.000392151,0.00822448
56,53,0.441406,0.417969,1.01809,0.00831871,0,-0.000343212,0.00715247
57,53,0.449219,0.417969,1.0184,0.00753444,0,-0.000295034,0.00611098
58,53,0.457031,0.417969,1.01867,0.00662302,0,-0.000247697,0.00510133
59,53,0.464844,0.417969,1.0189,0.00559509,0,-0.000201215,0.00412288
60,53,0.472656,0.417969,1.01909,0.00446531,0,-0.000155537,0.0031731
61,53,0.480469,0.417969,1.01923,0.00325204,0,-0.000110554,0.00224768
62,53,0.488281,0.417969,1.01933,0.00197673,0,-6.61072e-05,0.00134084
63,53,0.496094,0.417969,1.01938,0.000663211,0,-2.19973e-05,0.000445627
64,53,0.503906,0.417969,1.01938,-0.000663211,0,2.19973e-05,-0.000445627
65,53,0.511719,0.417969,1.01933,-0.00197673,0,6.61072e-05,-0.00134084
66,53,0.519531,0.417969,1.01923,-0.00325204,0,0.000110554,-0.00224768
67,53,0.527344,0.417969,1.01909,-0.00446531,0,0.000155537,-0.0031731
68,53,0.535156,0.417969,1.0189,-0.00559509,0,0.000201215,-0.00412288
69,53,0.542969,0.417969,1.01867,-0.00662302,0,0.000247697,-0.00510133
70,53,0.550781,0.417969,1.0184,-0.00753444,0,0.000295034,-0.00611098
71,53,0.558594,0.417969,1.01809,-0.00831871,0,0.000343212,-0.00715247
72,53,0.566406,0.417969,1.01776,-0.00896937,0,0.000392151,-0.00822448
73,53,0.574219,0.417969,1.01739,-0.00948407,0,0.000441709,-0.00932383
74,53,0.582031,0.417969,1.01701,-0.0098643,0,0.000491685,-0.0104457
75,53,0.589844,0.417969,1.0166,-0.010115,0,0.000541829,-0.0115837
76,53,0.597656,0.417969,1.01618,-0.010244,0,0.000591849,-0.0127304
77,53,0.605469,0.417969,1.01574,-0.0102614,0,0.000641427,-0.0138775
78,53,0.613281,0.417969,1.0153,-0.0101791,0,0.000690227,-0.0150162
79,53,0.621094,0.417969,1.01485,-0.0100099,0,0.000737908,-0.0161377
80,53,0.628906,0.417969,1.01439,-0.00976692,0,0.000784133,-0.0172331
81,53,0.636719,0.417969,1.01393,-0.00946348,0,0.00082858,-0.018294
82,53,0.644531,0.417969,1.01348,-0.00911221,0,0.000870948,-0.0193127
83,53,0.652344,0.417969,1.01302,-0.00872496,0,0.000910965,-0.0202819
84,53,0.660156,0.417969,1.01257,-0.00831246,0,0.000948391,-0.0211956
85,53,0.667969,0.417969,1.01212,-0.00788422,0,0.000983017,-0.0220483
86,53,0.675781,0.417969,1.01168,-0.00744846,0,0.00101467,-0.0228355
87,53,0.683594,0.417969,1.01124,-0.00701207,0,0.00104322,-0.0235536
88,53,0.691406,0.417969,1.01081,-0.0065807,0,0.00106856,-0.0241999
89,53,0.699219,0.417969,1.01039,-0.00615886,0,0.00109061,-0.0247722
90,53,0.707031,0.417969,1.00997,-0.00575001,0,0.00110934,-0.0252691
91,53,0.714844,0.417969,1.00956,-0.00535669,0,0.00112472,-0.02569
92,53,0.722656,0.417969,1.00916,-0.00498066,0,0.00113677,-0.0260343
93,53,0.730469,0.417969,1.00877,-0.00462306,0,0.0011455,-0.0263024
94,53,0.738281,0.417969,1.00838,-0.00428449,0,0.00115096,-0.0264946
95,53,0.746094,0.417969,1.00801,-0.00396511,0,0.0011532,-0.0266117
96,53,0.753906,0.417969,1.00764,-0.00366478,0,0.0011523,-0.0266548
97,53,0.761719,0.417969,1.00728,-0.00338313,0,0.00114833,-0.026625
98,53,0.769531,0.417969,1.00693,-0.00311957,0,0.00114138,-0.0265236
99,53,0.777344,0.417969,1.00659,-0.00287341,0,0.00113154,-0.026352
100,53,0.785156,0.417969,1.00626,-0.00264388,0,0.0011189,-0.0261118
101,53,0.792969,0.417969,1.00594,-0.00243016,0,0.00110355,-0.0258045
102,53,0.800781,0.417969,1.00564,-0.00223138,0,0.0010856,-0.0254317
103,53,0.808594,0.417969,1.00534,-0.00204671,0,0.00106513,-0.024995
104,53,0.816406,0.417969,1.00505,-0.00187528,0,0.00104224,-0.0244961
105,53,0.824219,0.417969,1.00477,-0.00171626,0,0.00101702,-0.0239367
106,53,0.832031,0.417969,1.0045,-0.00156884,0,0.000989555,-0.0233185
107,53,0.839844,0.417969,1.00425,-0.00143225,0,0.000959922,-0.0226434
108,53,0.847656,0.417969,1.004,-0.00130572,0,0.000928201,-0.0219131
109,53,0.855469,0.417969,1.00377,-0.00118854,0,0.000894465,-0.0211296
110,53,0.863281,0.417969,1.00355,-0.00108001,0,0.000858786,-0.0202948
111,53,0.871094,0.417969,1.00334,-0.00097948,0,0.000821229,-0.0194109
112,53,0.878906,0.417969,1.00314,-0.000886314,0,0.00078186,-0.0184801
113,53,0.886719,0.417969,1.00295,-0.000799915,0,0.000740745,-0.0175045
114,53,0.894531,0.417969,1.00277,-0.000719709,0,0.000697948,-0.0164866
115,53,0.902344,0.417969,1.00261,-0.000645151,0,0.000653538,-0.015429
116,53,0.910156,0.417969,1.00246,-0.000575718,0,0.000607586,-0.0143342
117,53,0.917969,0.417969,1.00232,-0.000510913,0,0.000560169,-0.0132048
118,53,0.925781,0.417969,1.00219,-0.000450259,0,0.00051137,-0.0120438
119,53,0.933594,0.417969,1.00208,-0.0003933,0,0.00046128,-0.010854
120,53,0.941406,0.417969,1.00198,-0.000339595,0,0.00041,-0.0096383
121,53,0.949219,0.417969,1.00189,-0.000288724,0,0.000357639,-0.00839967
122,53,0.957031,0.417969,1.00181,-0.000240278,0,0.000304316,-0.00714114
123,53,0.964844,0.417969,1.00175,-0.000193862,0,0.000250159,-0.00586576
124,53,0.972656,0.417969,1.0017,-0.000149092,0,0.000195306,-0.00457658
125,53,0.980469,0.417969,1.00166,-0.000105593,0,0.000139904,-0.00327665
126,53,0.988281,0.417969,1.00163,-6.29959e-05,0,8.41029e-05,-0.00196906
127,53,0.996094,0.417969,1.00162,-2.09388e-05,0,2.80612e-05,-0.000656864
0,54,0.00390625,0.425781,1.00167,1.95895e-05,0,-2.85946e-05,0.000668905
1,54,0.0117188,0.425781,1.00169,5.89392e-05,0,-8.57037e-05,0.00200522
2,54,0.0195312,0.425781,1.00171,9.88019e-05,0,-0.000142574,0.00333706
3,54,0.0273438,0.425781,1.00175,0.000139523,0,-0.000199048,0.00466143
4,54,0.0351562,0.425781,1.00181,0.000181452,0,-0.000254976,0.00597533
5,54,0.0429688,0.425781,1.00187,0.000224947,0,-0.000310213,0.00727576
6,54,0.0507812,0.425781,1.00195,0.000270375,0,-0.000364623,0.00855973
7,54,0.0585938,0.425781,1.00205,0.000318112,0,-0.000418077,0.00982425
8,54,0.0664062,0.425781,1.00215,0.000368549,0,-0.000470458,0.0110663
9,54,0.0742188,0.425781,1.00227,0.00042209,0,-0.000521658,0.012283
10,54,0.0820312,0.425781,1.0024,0.000479156,0,-0.000571576,0.0134714
11,54,0.0898438,0.425781,1.00255,0.000540187,0,-0.000620124,0.0146287
12,54,0.0976562,0.425781,1.00271,0.000605642,0,-0.000667218,0.015752
13,54,0.105469,0.425781,1.00288,0.000676002,0,-0.000712782,0.0168387
14,54,0.113281,0.425781,1.00307,0.000751772,0,-0.000756747,0.0178862
15,54,0.121094,0.425781,1.00326,0.000833481,0,-0.000799045,0.0188919
16,54,0.128906,0.425781,1.00347,0.000921685,0,-0.000839611,0.0198535
17,54,0.136719,0.425781,1.0037,0.00101697,0,-0.000878382,0.0207687
18,54,0.144531,0.425781,1.00394,0.00111994,0,-0.000915293,0.0216353
19,54,0.152344,0.425781,1.00419,0.00123126,0,-0.000950277,0.0224512
20,54,0.160156,0.425781,1.00445,0.00135158,0,-0.000983263,0.0232144
21,54,0.167969,0.425781,1.00472,0.00148163,0,-0.00101418,0.023923
22,54,0.175781,0.425781,1.00501,0.00162213,0,-0.00104295,0.0245752
23,54,0.183594,0.425781,1.00531,0.00177386,0,-0.00106948,0.025169
24,54,0.191406,0.425781,1.00563,0.00193761,0,-0.0010937,0.0257028
25,54,0.199219,0.425781,1.00595,0.0021142,0,-0.0011155,0.0261748
26,54,0.207031,0.425781,1.00629,0.00230447,0,-0.0011348,0.0265831
27,54,0.214844,0.425781,1.00665,0.00250925,0,-0.00115149,0.0269261
28,54,0.222656,0.425781,1.00701,0.00272939,0,-0.00116547,0.027202
29,54,0.230469,0.425781,1.00739,0.0029657,0,-0.00117664,0.027409
30,54,0.238281,0.425781,1.00778,0.00321894,0,-0.00118489,0.0275454
31,54,0.246094,0.425781,1.00819,0.00348979,0,-0.00119013,0.0276095
32,54,0.253906,0.425781,1.00861,0.00377882,0,-0.00119225,0.0275996
33,54,0.261719,0.425781,1.00904,0.00408639,0,-0.00119116,0.0275141
34,54,0.269531,0.425781,1.00949,0.00441266,0,-0.00118678,0.0273516
35,54,0.277344,0.425781,1.00994,0.00475746,0,-0.00117902,0.0271108
36,54,0.285156,0.425781,1.01042,0.00512021,0,-0.00116783,0.0267907
37,54,0.292969,0.425781,1.0109,0.00549981,0,-0.00115317,0.0263906
38,54,0.300781,0.425781,1.0114,0.00589455,0,-0.00113499,0.0259102
39,54,0.308594,0.425781,1.01191,0.00630196,0,-0.00111331,0.0253497
40,54,0.316406,0.425781,1.01244,0.00671868,0,-0.00108813,0.0247099
41,54,0.324219,0.425781,1.01298,0.00714036,0,-0.00105952,0.0239923
42,54,0.332031,0.425781,1.01353,0.00756152,0,-0.00102757,0.0231992
43,54,0.339844,0.425781,1.01409,0.00797549,0,-0.000992384,0.0223338
44,54,0.347656,0.425781,1.01466,0.00837433,0,-0.00095414,0.0214004
45,54,0.355469,0.425781,1.01524,0.00874885,0,-0.000913038,0.0204042
46,54,0.363281,0.425781,1.01583,0.00908869,0,-0.000869323,0.0193515
47,54,0.371094,0.425781,1.01642,0.00938243,0,-0.000823275,0.0182495
48,54,0.378906,0.425781,1.01701,0.00961784,0,-0.000775211,0.0171064
49,54,0.386719,0.425781,1.0176,0.00978224,0,-0.000725476,0.0159314
50,54,0.394531,0.425781,1.01819,0.00986284,0,-0.000674433,0.0147339
51,54,0.402344,0.425781,1.01877,0.0098473,0,-0.000622459,0.0135238
52,54,0.410156,0.425781,1.01933,0.00972429,0,-0.000569924,0.0123109
53,54,0.417969,0.425781,1.01988,0.00948407,0,-0.000517186,0.0111045
54,54,0.425781,0.425781,1.0204,0.0091191,0,-0.000464574,0.00991324
55,54,0.433594,0.425781,1.02089,0.00862466,0,-0.000412372,0.00874441
56,54,0.441406,0.425781,1.02135,0.00799932,0,-0.000360814,0.00760379
57,54,0.449219,0.425781,1.02177,0.00724538,0,-0.000310068,0.00649529
58,54,0.457031,0.425781,1.02213,0.00636907,0,-0.000260229,0.00542073
59,54,0.464844,0.425781,1.02245,0.00538064,0,-0.000211323,0.00437975
60,54,0.472656,0.425781,1.02271,0.00429421,0,-0.000163299,0.00336984
61,54,0.480469,0.425781,1.02291,0.00312745,0,-0.000116041,0.00238646
62,54,0.488281,0.425781,1.02304,0.00190101,0,-6.93753e-05,0.00142337
63,54,0.496094,0.425781,1.02311,0.000637807,0,-2.30825e-05,0.00047301
64,54,0.503906,0.425781,1.02311,-0.000637807,0,2.30825e-05,-0.00047301
65,54,0.511719,0.425781,1.02304,-0.00190101,0,6.93753e-05,-0.00142337
66,54,0.519531,0.425781,1.02291,-0.00312745,0,0.000116041,-0.00238646
67,54,0.527344,0.425781,1.02271,-0.00429421,0,0.000163299,-0.00336984
68,54,0.535156,0.425781,1.02245,-0.00538064,0,0.000211323,-0.00437975
69,54,0.542969,0.425781,1.02213,-0.00636907,0,0.000260229,-0.00542073
70,54,0.550781,0.425781,1.02177,-0.00724538,0,0.000310068,-0.00649529
71,54,0.558594,0.425781,1.02135,-0.00799932,0,0.000360814,-0.00760379
72,54,0.566406,0.425781,1.02089,-0.00862466,0,0.000412372,-0.00874441
73,54,0.574219,0.425781,1.0204,-0.0091191,0,0.000464574,-0.00991324
74,54,0.582031,0.425781,1.01988,-0.00948407,0,0.000517186,-0.0111045
75,54,0.589844,0.425781,1.01933,-0.00972429,0,0.000569924,-0.0123109
76,54,0.597656,0.425781,1.01877,-0.0098473,0,0.000622459,-0.0135238
77,54,0.605469,0.425781,1.01819,-0.00986284,0,0.000674433,-0.0147339
78,54,0.613281,0.425781,1.0176,-0.00978224,0,0.000725476,-0.0159314
79,54,0.621094,0.425781,1.01701,-0.00961784,0,0.000775211,-0.0171064
80,54,0.628906,0.425781,1.01642,-0.00938243,0,0.000823275,-0.0182495
81,54,0.636719,0.425781,1.01583,-0.00908869,0,0.000869323,-0.0193515
82,54,0.644531,0.425781,1.01524,-0.00874885,0,0.000913038,-0.0204042
83,54,0.652344,0.425781,1.01466,-0.00837433,0,0.00095414,-0.0214004
84,54,0.660156,0.425781,1.01409,-0.00797549,0,0.000992384,-0.0223338
85,54,0.667969,0.425781,1.01353,-0.00756152,0,0.00102757,-0.0231992
86,54,0.675781,0.425781,1.01298,-0.00714036,0,0.00105952,-0.0239923
87,54,0.683594,0.425781,1.01244,-0.00671868,0,0.00108813,-0.0247099
88,54,0.691406,0.425781,1.01191,-0.00630196,0,0.00111331,-0.0253497
89,54,0.699219,0.425781,1.0114,-0.00589455,0,0.00113499,-0.0259102
90,54,0.707031,0.425781,1.0109,-0.00549981,0,0.00115317,-0.0263906
91,54,0.714844,0.425781,1.01042,-0.00512021,0,0.00116783,-0.0267907
92,54,0.722656,0.425781,1.00994,-0.00475746,0,0.00117902,-0.0271108
93,54,0.730469,0.425781,1.00949,-0.00441266,0,0.00118678,-0.0273516
94,54,0.738281,0.425781,1.00904,-0.00408639,0,0.00119116,-0.0275141
95,54,0.746094,0.425781,1.00861,-0.00377882,0,0.00119225,-0.0275996
96,54,0.753906,0.425781,1.00819,-0.00348979,0,0.00119013,-0.0276095
97,54,0.761719,0.425781,1.00778,-0.00321894,0,0.00118489,-0.0275454
98,54,0.769531,0.425781,1.00739,-0.0029657,0,0.00117664,-0.027409
99,54,0.777344,0.425781,1.00701,-0.00272939,0,0.00116547,-0.027202
100,54,0.785156,0.425781,1.00665,-0.00250925,0,0.00115149,-0.0269261
101,54,0.792969,0.425781,1.00629,-0.00230447,0,0.0011348,-0.0265831
102,54,0.800781,0.425781,1.00595,-0.0021142,0,0.0011155,-0.0261748
103,54,0.808594,0.425781,1.00563,-0.00193761,0,0.0010937,-0.0257028
104,54,0.816406,0.425781,1.00531,-0.00177386,0,0.00106948,-0.025169
105,54,0.824219,0.425781,1.00501,-0.00162213,0,0.00104295,-0.0245752
106,54,0.832031,0.425781,1.00472,-0.00148163,0,0.00101418,-0.023923
107,54,0.839844,0.425781,1.00445,-0.00135158,0,0.000983263,-0.0232144
108,54,0.847656,0.425781,1.00419,-0.00123126,0,0.000950277,-0.0224512
109,54,0.855469,0.425781,1.00394,-0.00111994,0,0.000915293,-0.0216353
110,54,0.863281,0.425781,1.0037,-0.00101697,0,0.000878382,-0.0207687
111,54,0.871094,0.425781,1.00347,-0.000921685,0,0.000839611,-0.0198535
112,54,0.878906,0.425781,1.00326,-0.000833481,0,0.000799045,-0.0188919
113,54,0.886719,0.425781,1.00307,-0.000751772,0,0.000756747,-0.0178862
114,54,0.894531,0.425781,1.00288,-0.000676002,0,0.000712782,-0.0168387
115,54,0.902344,0.425781,1.00271,-0.000605642,0,0.000667218,-0.015752
116,54,0.910156,0.425781,1.00255,-0.000540187,0,0.000620124,-0.0146287
117,54,0.917969,0.425781,1.0024,-0.000479156,0,0.000571576,-0.0134714
118,54,0.925781,0.425781,1.00227,-0.00042209,0,0.000521658,-0.012283
119,54,0.933594,0.425781,1.00215,-0.000368549,0,0.000470458,-0.0110663
120,54,0.941406,0.425781,1.00205,-0.000318112,0,0.000418077,-0.00982425
121,54,0.949219,0.425781,1.00195,-0.000270375,0,0.000364623,-0.00855973
122,54,0.957031,0.425781,1.00187,-0.000224947,0,0.000310213,-0.00727576
123,54,0.964844,0.425781,1.00181,-0.000181452,0,0.000254976,-0.00597533
124,54,0.972656,0.425781,1.00175,-0.000139523,0,0.000199048,-0.00466143
125,54,0.980469,0.425781,1.00171,-9.88019e-05,0,0.000142574,-0.00333706
126,54,0.988281,0.425781,1.00169,-5.89392e-05,0,8.57037e-05,-0.00200522
127,54,0.996094,0.425781,1.00167,-1.95895e-05,0,2.85946e-05,-0.000668905
0,55,0.00390625,0.433594,1.00172,1.80694e-05,0,-2.90911e-05,0.000680201
1,55,0.0117188,0.433594,1.00174,5.43679e-05,0,-8.7194e-05,0.00203915
2,55,0.0195312,0.433594,1.00176,9.11465e-05,0,-0.00014506,0.00339375
3,55,0.0273438,0.433594,1.00181,0.000128729,0,-0.000202533,0.00474108
4,55,0.0351562,0.433594,1.00186,0.000167443,0,-0.000259465,0.00607822
5,55,0.0429688,0.433594,1.00193,0.000207624,0,-0.000315713,0.00740225
6,55,0.0507812,0.433594,1.00201,0.000249616,0,-0.00037114,0.00871023
7,55,0.0585938,0.433594,1.00211,0.000293773,0,-0.00042562,0.00999921
8,55,0.0664062,0.433594,1.00222,0.000340464,0,-0.000479038,0.0112663
9,55,0.0742188,0.433594,1.00235,0.000390068,0,-0.000531284,0.0125085
10,55,0.0820312,0.433594,1.00248,0.000442985,0,-0.000582263,0.013723
11,55,0.0898438,0.433594,1.00264,0.00049963,0,-0.000631884,0.014907
12,55,0.0976562,0.433594,1.0028,0.000560437,0,-0.000680067,0.0160576
13,55,0.105469,0.433594,1.00298,0.000625864,0,-0.000726737,0.0171723
14,55,0.113281,0.433594,1.00318,0.000696391,0,-0.000771824,0.0182484
15,55,0.121094,0.433594,1.00339,0.000772522,0,-0.000815264,0.0192835
16,55,0.128906,0.433594,1.00361,0.000854788,0,-0.000856993,0.0202751
17,55,0.136719,0.433594,1.00385,0.000943747,0,-0.000896948,0.021221
18,55,0.144531,0.433594,1.0041,0.00103999,0,-0.000935064,0.022119
19,55,0.152344,0.433594,1.00436,0.00114413,0,-0.000971278,0.022967
20,55,0.160156,0.433594,1.00464,0.00125681,0,-0.00100552,0.0237632
21,55,0.167969,0.433594,1.00494,0.00137873,0,-0.00103771,0.0245054
22,55,0.175781,0.433594,1.00525,0.00151058,0,-0.00106778,0.0251919
23,55,0.183594,0.433594,1.00557,0.00165311,0,-0.00109564,0.0258209
24,55,0.191406,0.433594,1.00591,0.00180708,0,-0.00112121,0.0263904
25,55,0.199219,0.433594,1.00627,0.00197329,0,-0.00114438,0.0268988
26,55,0.207031,0.433594,1.00664,0.00215255,0,-0.00116506,0.027344
27,55,0.214844,0.433594,1.00702,0.00234565,0,-0.00118314,0.0277244
28,55,0.222656,0.433594,1.00743,0.00255342,0,-0.00119852,0.0280379
29,55,0.230469,0.433594,1.00784,0.00277663,0,-0.00121109,0.0282826
30,55,0.238281,0.433594,1.00828,0.00301602,0,-0.00122073,0.0284565
31,55,0.246094,0.433594,1.00873,0.00327225,0,-0.00122732,0.0285576
32,55,0.253906,0.433594,1.0092,0.00354585,0,-0.00123076,0.028584
33,55,0.261719,0.433594,1.00969,0.0038372,0,-0.00123094,0.0285335
34,55,0.269531,0.433594,1.0102,0.00414643,0,-0.00122775,0.0284044
35,55,0.277344,0.433594,1.01073,0.00447339,0,-0.00122111,0.0281948
36,55,0.285156,0.433594,1.01127,0.00481751,0,-0.00121092,0.0279031
37,55,0.292969,0.433594,1.01183,0.00517776,0,-0.00119711,0.027528
38,55,0.300781,0.433594,1.01242,0.0055525,0,-0.00117965,0.0270687
39,55,0.308594,0.433594,1.01302,0.00593936,0,-0.00115849,0.0265246
40,55,0.316406,0.433594,1.01364,0.00633516,0,-0.00113365,0.0258959
41,55,0.324219,0.433594,1.01428,0.00673575,0,-0.00110514,0.0251835
42,55,0.332031,0.433594,1.01494,0.0071359,0,-0.00107305,0.0243892
43,55,0.339844,0.433594,1.01562,0.00752928,0,-0.00103748,0.0235157
44,55,0.347656,0.433594,1.01631,0.00790834,0,-0.000998573,0.0225668
45,55,0.355469,0.433594,1.01702,0.00826436,0,-0.000956536,0.0215477
46,55,0.363281,0.433594,1.01774,0.00858749,0,-0.00091161,0.0204644
47,55,0.371094,0.433594,1.01847,0.00886691,0,-0.000864084,0.0193245
48,55,0.378906,0.433594,1.01921,0.00909104,0,-0.000814286,0.0181365
49,55,0.386719,0.433594,1.01994,0.00924784,0,-0.00076258,0.0169099
50,55,0.394531,0.433594,1.02068,0.00932522,0,-0.000709356,0.0156549
51,55,0.402344,0.433594,1.0214,0.0093115,0,-0.000655019,0.0143823
52,55,0.410156,0.433594,1.02211,0.00919595,0,-0.000599975,0.0131027
53,55,0.417969,0.433594,1.0228,0.00896937,0,-0.000544617,0.0118266
54,55,0.425781,0.433594,1.02346,0.00862466,0,-0.000489311,0.0105637
55,55,0.433594,0.433594,1.02409,0.00815735,0,-0.000434378,0.00932217
56,55,0.441406,0.433594,1.02467,0.00756612,0,-0.000380081,0.0081088
57,55,0.449219,0.433594,1.0252,0.00685315,0,-0.000326615,0.00692825
58,55,0.457031,0.433594,1.02567,0.00602437,0,-0.000274097,0.00578291
59,55,0.464844,0.433594,1.02607,0.00508949,0,-0.000222562,0.00467276
60,55,0.472656,0.433594,1.0264,0.00406187,0,-0.000171966,0.00359541
61,55,0.480469,0.433594,1.02665,0.00295825,0,-0.000122188,0.00254622
62,55,0.488281,0.433594,1.02682,0.00179817,0,-7.30443e-05,0.00151865
63,55,0.496094,0.433594,1.02691,0.000603304,0,-2.43023e-05,0.000504672
64,55,0.503906,0.433594,1.02691,-0.000603304,0,2.43023e-05,-0.000504672
65,55,0.511719,0.433594,1.02682,-0.00179817,0,7.30443e-05,-0.00151865
66,55,0.519531,0.433594,1.02665,-0.00295825,0,0.000122188,-0.00254622
67,55,0.527344,0.433594,1.0264,-0.00406187,0,0.000171966,-0.00359541
68,55,0.535156,0.433594,1.02607,-0.00508949,0,0.000222562,-0.00467276
69,55,0.542969,0.433594,1.02567,-0.00602437,0,0.000274097,-0.00578291
70,55,0.550781,0.433594,1.0252,-0.00685315,0,0.000326615,-0.00692825
71,55,0.558594,0.433594,1.02467,-0.00756612,0,0.000380081,-0.0081088
72,55,0.566406,0.433594,1.02409,-0.00815735,0,0.000434378,-0.00932217
73,55,0.574219,0.433594,1.02346,-0.00862466,0,0.000489311,-0.0105637
74,55,0.582031,0.433594,1.0228,-0.00896937,0,0.000544617,-0.0118266
75,55,0.589844,0.433594,1.02211,-0.00919595,0,0.000599975,-0.0131027
76,55,0.597656,0.433594,1.0214,-0.0093115,0,0.000655019,-0.0143823
77,55,0.605469,0.433594,1.02068,-0.00932522,0,0.000709356,-0.0156549
78,55,0.613281,0.433594,1.01994,-0.00924784,0,0.00076258,-0.0169099
79,55,0.621094,0.433594,1.01921,-0.00909104,0,0.000814286,-0.0181365
80,55,0.628906,0.433594,1.01847,-0.00886691,0,0.000864084,-0.0193245
81,55,0.636719,0.433594,1.01774,-0.00858749,0,0.00091161,-0.0204644
82,55,0.644531,0.433594,1.01702,-0.00826436,0,0.000956536,-0.0215477
83,55,0.652344,0.433594,1.01631,-0.00790834,0,0.000998573,-0.0225668
84,55,0.660156,0.433594,1.01562,-0.00752928,0,0.00103748,-0.0235157
85,55,0.667969,0.433594,1.01494,-0.0071359,0,0.00107305,-0.0243892
86,55,0.675781,0.433594,1.01428,-0.00673575,0,0.00110514,-0.0251835
87,55,0.683594,0.433594,1.01364,-0.00633516,0,0.00113365,-0.0258959
88,55,0.691406,0.433594,1.01302,-0.00593936,0,0.00115849,-0.0265246
89,55,0.699219,0.433594,1.01242,-0.0055525,0,0.00117965,-0.0270687
90,55,0.707031,0.433594,1.01183,-0.00517776,0,0.00119711,-0.027528
91,55,0.714844,0.433594,1.01127,-0.00481751,0,0.00121092,-0.0279031
92,55,0.722656,0.433594,1.01073,-0.00447339,0,0.00122111,-0.0281948
93,55,0.730469,0.433594,1.0102,-0.00414643,0,0.00122775,-0.0284044
94,55,0.738281,0.433594,1.00969,-0.0038372,0,0.00123094,-0.0285335
95,55,0.746094,0.433594,1.0092,-0.00354585,0,0.00123076,-0.028584
96,55,0.753906,0.433594,1.00873,-0.00327225,0,0.00122732,-0.0285576
97,55,0.761719,0.433594,1.00828,-0.00301602,0,0.00122073,-0.0284565
98,55,0.769531,0.433594,1.00784,-0.00277663,0,0.00121109,-0.0282826
99,55,0.777344,0.433594,1.00743,-0.00255342,0,0.00119852,-0.0280379
100,55,0.785156,0.433594,1.00702,-0.00234565,0,0.00118314,-0.0277244
101,55,0.792969,0.433594,1.00664,-0.00215255,0,0.00116506,-0.027344
102,55,0.800781,0.433594,1.00627,-0.00197329,0,0.00114438,-0.0268988
