step,time,dt,L1_centered,L2_centered,Linf_centered,L1_norm_centered,L2_norm_centered,Linf_norm_centered,L1_fv,L2_fv,Linf_fv,L1_norm_fv,L2_norm_fv,Linf_norm_fv
130,0.126953,0.000976562,0.0365368,0.0791821,0.437224,0.000280997,0.000604489,0.00328035,0.0366332,0.0794813,0.455592,0.000281738,0.000606775,0.00342297
131,0.12793,0.000976562,0.03676,0.0795103,0.437533,0.000282728,0.000607031,0.00328347,0.0368535,0.0798083,0.456276,0.000283446,0.00060931,0.00342618
132,0.128906,0.000976562,0.0369844,0.0798272,0.437621,0.000284468,0.00060949,0.00328494,0.0370765,0.0801241,0.456735,0.000285175,0.000611761,0.00342773
133,0.129883,0.000976562,0.0372068,0.0801327,0.437749,0.000286193,0.000611866,0.00328477,0.0372977,0.0804284,0.456975,0.000286892,0.000614128,0.00342809
134,0.130859,0.000976562,0.0374252,0.0804269,0.43825,0.000287889,0.000614158,0.00328841,0.0375144,0.0807214,0.456997,0.000288574,0.000616412,0.0034317
135,0.131836,0.000976562,0.0376382,0.0807097,0.438536,0.000289543,0.000616366,0.00329134,0.0377271,0.081003,0.457016,0.000290227,0.000618612,0.00343447
136,0.132812,0.000976562,0.0378435,0.0809812,0.438609,0.00029114,0.000618491,0.00329267,0.0379348,0.0812733,0.457068,0.000291842,0.000620729,0.00343566
137,0.133789,0.000976562,0.038047,0.0812414,0.438473,0.000292723,0.000620533,0.00329243,0.0381418,0.0815323,0.456912,0.000293452,0.000622762,0.00343529
138,0.134766,0.000976562,0.0382553,0.0814906,0.438133,0.000294344,0.000622493,0.00329066,0.0383479,0.0817802,0.456552,0.000295056,0.000624713,0.00343339
139,0.135742,0.000976562,0.0384619,0.0817286,0.437591,0.000295951,0.00062437,0.00328737,0.0385536,0.082017,0.455993,0.000296658,0.000626581,0.00342999
140,0.136719,0.000976562,0.0386649,0.0819557,0.436854,0.000297532,0.000626166,0.0032826,0.0387562,0.0822429,0.455239,0.000298235,0.000628368,0.00342512
141,0.137695,0.000976562,0.0388643,0.0821719,0.435923,0.000299086,0.000627881,0.00327638,0.038953,0.0824579,0.454294,0.000299769,0.000630075,0.0034188
142,0.138672,0.000976562,0.0390584,0.0823774,0.434804,0.0003006,0.000629516,0.00326921,0.0391467,0.0826621,0.453161,0.00030128,0.000631701,0.00341107
143,0.139648,0.000976562,0.0392495,0.0825723,0.433501,0.000302091,0.000631073,0.00326361,0.0393392,0.0828558,0.451846,0.000302783,0.000633249,0.00340195
144,0.140625,0.000976562,0.0394379,0.0827569,0.432854,0.000303562,0.000632552,0.00325662,0.0395297,0.0830391,0.450847,0.00030427,0.000634719,0.00339217
145,0.141602,0.000976562,0.0396246,0.0829311,0.432061,0.000305021,0.000633955,0.00324827,0.0397177,0.0832121,0.450008,0.000305738,0.000636113,0.00338663
146,0.142578,0.000976562,0.0398108,0.0830952,0.431087,0.000306476,0.000635282,0.00324136,0.0399027,0.083375,0.448987,0.000307184,0.000637431,0.00337973
147,0.143555,0.000976562,0.0399937,0.0832494,0.429934,0.000307906,0.000636535,0.00323344,0.0400854,0.083528,0.447789,0.000308613,0.000638675,0.00337149
148,0.144531,0.000976562,0.0401765,0.0833939,0.428606,0.000309336,0.000637715,0.00322584,0.0402654,0.0836712,0.446418,0.000310022,0.000639846,0.00336194
149,0.145508,0.000976562,0.0403563,0.0835288,0.427292,0.000310743,0.000638823,0.00321864,0.0404448,0.0838049,0.444877,0.000311426,0.000640946,0.0033511
150,0.146484,0.000976562,0.0405311,0.0836544,0.426067,0.000312112,0.000639861,0.00321015,0.0406196,0.0839293,0.44317,0.000312795,0.000641976,0.00334055
151,0.147461,0.000976562,0.0407008,0.0837708,0.424674,0.000313443,0.000640831,0.00320038,0.0407903,0.0840445,0.441352,0.000314134,0.000642936,0.00333096
152,0.148438,0.000976562,0.0408656,0.0838782,0.423116,0.000314737,0.000641733,0.00318937,0.0409591,0.0841508,0.439819,0.000315457,0.00064383,0.00332013
153,0.149414,0.000976562,0.0410319,0.0839769,0.421398,0.000316042,0.00064257,0.00317714,0.041124,0.0842483,0.438126,0.000316752,0.000644658,0.0033081
154,0.150391,0.000976562,0.0412003,0.0840671,0.419523,0.000317363,0.000643342,0.00316372,0.0412906,0.0843373,0.436277,0.00031806,0.000645422,0.00329487
155,0.151367,0.000976562,0.041367,0.0841489,0.41784,0.000318672,0.000644051,0.00314931,0.0414556,0.084418,0.434276,0.000319356,0.000646123,0.0032805
156,0.152344,0.000976562,0.0415289,0.0842227,0.41654,0.000319944,0.0006447,0.00314022,0.0416174,0.0844906,0.432675,0.000320627,0.000646763,0.00326614
157,0.15332,0.000976562,0.0416854,0.0842885,0.415082,0.000321176,0.000645288,0.00312995,0.0417744,0.0845553,0.43121,0.000321863,0.000647344,0.00325581
158,0.154297,0.000976562,0.041837,0.0843466,0.41347,0.000322369,0.000645819,0.0031185,0.0419255,0.0846123,0.429592,0.000323054,0.000647867,0.00324432
159,0.155273,0.000976562,0.0419858,0.0843973,0.411708,0.000323542,0.000646293,0.00310592,0.0420782,0.0846619,0.427824,0.000324256,0.000648333,0.0032317
160,0.15625,0.000976562,0.0421356,0.0844407,0.409798,0.000324723,0.000646713,0.00309221,0.0422285,0.0847043,0.42591,0.00032544,0.000648745,0.00321797
