x,rho,u,v,w,p,Bx,By,Bz
-2.4125000000e-01,9.9991162005e-01,1.5840420714e-04,-4.4838938066e-05,0.0000000000e+00,9.9982325336e-01,7.5000000000e-01,9.9989285620e-01,0.0000000000e+00
-2.3875000000e-01,9.9986873122e-01,2.3527588663e-04,-6.6601410401e-05,0.0000000000e+00,9.9973749127e-01,7.5000000000e-01,9.9984086011e-01,0.0000000000e+00
-2.3625000000e-01,9.9980763864e-01,3.4477692852e-04,-9.7604226563e-05,0.0000000000e+00,9.9961533823e-01,7.5000000000e-01,9.9976679307e-01,0.0000000000e+00
-2.3375000000e-01,9.9972189560e-01,4.9846468200e-04,-1.4112325607e-04,0.0000000000e+00,9.9944391670e-01,7.5000000000e-01,9.9966283725e-01,0.0000000000e+00
-2.3125000000e-01,9.9960333642e-01,7.1098015943e-04,-2.0131108072e-04,0.0000000000e+00,9.9920692432e-01,7.5000000000e-01,9.9951908876e-01,0.0000000000e+00
-2.2875000000e-01,9.9944183880e-01,1.0004759902e-03,-2.8332089975e-04,0.0000000000e+00,9.9888416803e-01,7.5000000000e-01,9.9932326820e-01,0.0000000000e+00
-2.2625000000e-01,9.9922513238e-01,1.3889629538e-03,-3.9340895574e-04,0.0000000000e+00,9.9845119561e-01,7.5000000000e-01,9.9906048632e-01,0.0000000000e+00
-2.2375000000e-01,9.9893868377e-01,1.9025212342e-03,-5.3900083490e-04,0.0000000000e+00,9.9787908743e-01,7.5000000000e-01,9.9871310155e-01,0.0000000000e+00
-2.2125000000e-01,9.9856568888e-01,2.5713222021e-03,-7.2870695336e-04,0.0000000000e+00,9.9713447161e-01,7.5000000000e-01,9.9826070608e-01,0.0000000000e+00
-2.1875000000e-01,9.9808719891e-01,3.4294138420e-03,-9.7227456888e-04,0.0000000000e+00,9.9617981766e-01,7.5000000000e-01,9.9768027276e-01,0.0000000000e+00
-2.1625000000e-01,9.9748239792e-01,4.5142387545e-03,-1.2804679498e-03,0.0000000000e+00,9.9497404508e-01,7.5000000000e-01,9.9694648401e-01,0.0000000000e+00
-2.1375000000e-01,9.9672903641e-01,5.8658772695e-03,-1.6648746641e-03,0.0000000000e+00,9.9347345562e-01,7.5000000000e-01,9.9603224836e-01,0.0000000000e+00
-2.1125000000e-01,9.9580400899e-01,7.5260370808e-03,-2.1376436163e-03,0.0000000000e+00,9.9163296340e-01,7.5000000000e-01,9.9490939045e-01,0.0000000000e+00
-2.0875000000e-01,9.9468404722e-01,9.5368408808e-03,-2.7111683612e-03,0.0000000000e+00,9.8940756070e-01,7.5000000000e-01,9.9354947993e-01,0.0000000000e+00
