step,time,dt,L1_fv,L2_fv,Linf_fv,L1_norm_fv,L2_norm_fv,Linf_norm_fv,total_mass,total_momentum_x,total_momentum_y,total_momentum_z,total_energy,min_density,min_pressure,has_nonfinite,has_negative_density,has_negative_pressure
118,0.155412,0.00132169,0.0902099,0.184152,1.46563,0.0033581,0.0093962,0.262074,0.221049,3.27243e-18,3.962e-18,0,0.349257,0.111847,0.0443688,0,0,0
119,0.156736,0.00132376,0.0906569,0.185186,1.48717,0.00337334,0.00943939,0.259333,0.221049,-6.18916e-19,-6.19922e-19,0,0.349257,0.111037,0.0438296,0,0,0
120,0.158062,0.00132588,0.0910703,0.186078,1.50653,0.00338562,0.0094325,0.245411,0.221049,1.25621e-17,-4.7715e-18,0,0.349257,0.110231,0.0432969,0,0,0
121,0.159388,0.00132616,0.0914737,0.186826,1.5236,0.00339617,0.0093922,0.229493,0.221049,-2.17595e-19,5.1605e-18,0,0.349257,0.109432,0.0427716,0,0,0
122,0.160712,0.00132326,0.091868,0.187433,1.53823,0.00340618,0.00934551,0.226407,0.221049,-4.12815e-18,2.74222e-18,0,0.349257,0.108641,0.0422547,0,0,0
123,0.162032,0.00132006,0.092244,0.187902,1.55103,0.00341663,0.00931399,0.225403,0.221049,-1.66596e-17,4.3654e-18,0,0.349257,0.10786,0.0417464,0,0,0
124,0.163349,0.00131701,0.0925909,0.18824,1.56622,0.00342802,0.0093149,0.223659,0.221049,1.33282e-17,3.18532e-18,0,0.349257,0.107089,0.0412463,0,0,0
125,0.164663,0.00131413,0.0929069,0.188447,1.57852,0.00344077,0.0093613,0.221136,0.221049,-7.11686e-18,-2.63427e-19,0,0.349257,0.106326,0.0407545,0,0,0
126,0.165974,0.00131151,0.0931922,0.188526,1.58826,0.00345428,0.00944785,0.248402,0.221049,3.29946e-20,-1.34885e-18,0,0.349257,0.105566,0.0402705,0,0,0
127,0.167283,0.00130894,0.0934531,0.188489,1.59545,0.00346644,0.00952094,0.2634,0.221049,-6.3362e-19,-8.21855e-18,0,0.349257,0.104813,0.0397944,0,0,0
128,0.168589,0.00130613,0.0936719,0.188348,1.5999,0.0034763,0.00957787,0.285844,0.221049,-9.12045e-18,2.6546e-18,0,0.349257,0.104069,0.0393199,0,0,0
129,0.169893,0.00130351,0.0938506,0.188115,1.60162,0.00348865,0.0097933,0.39003,0.221049,3.93651e-18,-4.41939e-19,0,0.349257,0.103333,0.0388532,0,0,0
130,0.171194,0.00130115,0.094008,0.1878,1.60057,0.00350878,0.0104251,0.561458,0.221049,-1.99501e-17,3.40343e-18,0,0.349257,0.102606,0.0383942,0,0,0
131,0.172493,0.00129902,0.0941493,0.187404,1.5969,0.00352197,0.01077,0.636502,0.221049,4.77107e-18,-9.62653e-19,0,0.349257,0.101887,0.0379425,0,0,0
132,0.17379,0.00129661,0.0942779,0.186935,1.59097,0.0035139,0.0100302,0.444826,0.221049,3.69968e-19,2.16983e-18,0,0.349257,0.101176,0.0374983,0,0,0
133,0.175084,0.00129424,0.0944034,0.186409,1.58272,0.00352004,0.0100761,0.469655,0.221049,-2.28734e-17,4.67266e-18,0,0.349257,0.100474,0.0370614,0,0,0
134,0.176376,0.0012921,0.0945202,0.185839,1.57236,0.00353661,0.0108203,0.669228,0.221049,-2.53888e-18,1.04196e-18,0,0.349257,0.0997799,0.0366317,0,0,0
135,0.177666,0.00129018,0.0946433,0.185245,1.55974,0.0035189,0.00981926,0.483832,0.221049,7.00731e-18,1.36251e-18,0,0.349257,0.0990925,0.0362062,0,0,0
136,0.178954,0.00128833,0.0947666,0.18463,1.54458,0.00350481,0.00911753,0.308522,0.221049,-8.63935e-18,8.14157e-19,0,0.349257,0.0984048,0.0357847,0,0,0
137,0.180241,0.00128619,0.0948872,0.183991,1.5267,0.00350123,0.00885994,0.219132,0.221049,-1.79829e-17,3.85448e-18,0,0.349257,0.0977254,0.0353701,0,0,0
138,0.181525,0.00128426,0.0950435,0.183343,1.50602,0.00350438,0.00876531,0.197248,0.221049,1.74252e-17,3.20316e-18,0,0.349257,0.097054,0.0349625,0,0,0
139,0.182807,0.00128254,0.0952369,0.182704,1.48301,0.00351071,0.00873962,0.221683,0.221049,-1.5915e-18,-7.91499e-19,0,0.349257,0.0963905,0.0345616,0,0,0
140,0.184088,0.00128102,0.0954538,0.182087,1.45885,0.00351814,0.00874477,0.222566,0.221049,-3.19609e-18,-1.61646e-18,0,0.349257,0.0957347,0.0341628,0,0,0
141,0.185368,0.00127925,0.095686,0.181494,1.43331,0.00352938,0.00890349,0.323762,0.221049,1.81662e-19,-8.66038e-19,0,0.349257,0.0950868,0.0337692,0,0,0
142,0.186645,0.00127752,0.0959214,0.180925,1.40671,0.00355937,0.0100226,0.591196,0.221049,4.52061e-18,4.73168e-18,0,0.349257,0.0944467,0.0333821,0,0,0
143,0.187921,0.00127598,0.0961777,0.180386,1.38023,0.00385453,0.0333281,3.31143,0.221049,2.87628e-17,-2.96488e-18,0,0.349257,0.0938143,0.0330014,0,0,0
