step,time,dt,L1_fv,L2_fv,Linf_fv,L1_norm_fv,L2_norm_fv,Linf_norm_fv,total_mass,total_momentum_x,total_momentum_y,total_momentum_z,total_energy,min_density,min_pressure,has_nonfinite,has_negative_density,has_negative_pressure
130,0.0974653,0.000725332,0,0,0,0,0,0,0.5625,1.38812e-17,-4.15656e-17,0,1.33125,0.112937,0.0821119,0,0,0
131,0.0981909,0.000725627,0,0,0,0,0,0,0.5625,2.08099e-17,-6.77626e-20,0,1.33125,0.1128,0.0819183,0,0,0
132,0.0989169,0.000725968,0,0,0,0,0,0,0.5625,3.47182e-17,-2.78369e-17,0,1.33125,0.112667,0.0817287,0,0,0
133,0.0996429,0.000726023,0,0,0,0,0,0,0.5625,5.75982e-20,-1.0842e-19,0,1.33125,0.112536,0.0815429,0,0,0
134,0.100369,0.00072608,0,0,0,0,0,0,0.5625,-6.90501e-18,-4.06576e-20,0,1.33125,0.112407,0.0813606,0,0,0
135,0.101095,0.000726186,0,0,0,0,0,0,0.5625,-4.16266e-17,2.77149e-17,0,1.33125,0.112281,0.0811816,0,0,0
136,0.101821,0.00072634,0,0,0,0,0,0,0.5625,1.39422e-17,4.1552e-17,0,1.33125,0.112156,0.0810055,0,0,0
137,0.102548,0.000726539,0,0,0,0,0,0,0.5625,1.38744e-17,-1.37965e-17,0,1.33125,0.112033,0.0808321,0,0,0
138,0.103275,0.000726781,0,0,0,0,0,0,0.5625,-2.77217e-17,5.54027e-17,0,1.33125,0.111912,0.0806609,0,0,0
139,0.104002,0.000727066,0,0,0,0,0,0,0.5625,2.37169e-20,4.17147e-17,0,1.33125,0.111792,0.0804917,0,0,0
140,0.104729,0.000727391,0,0,0,0,0,0,0.5625,-1.3932e-17,5.53621e-17,0,1.33125,0.111673,0.0803242,0,0,0
141,0.105457,0.000727756,0,0,0,0,0,0,0.5625,-1.38507e-17,2.77556e-17,0,1.33125,0.111555,0.0801578,0,0,0
142,0.106185,0.000728159,0,0,0,0,0,0,0.5625,-2.08438e-17,2.71051e-20,0,1.33125,0.111438,0.0799924,0,0,0
143,0.106914,0.000728599,0,0,0,0,0,0,0.5625,-2.08201e-17,2.76472e-17,0,1.33125,0.11132,0.0798276,0,0,0
144,0.107643,0.000729076,0,0,0,0,0,0,0.5625,-1.38981e-17,2.77827e-17,0,1.33125,0.111203,0.079663,0,0,0
145,0.108372,0.00072934,0,0,0,0,0,0,0.5625,-1.38575e-17,1.35525e-20,0,1.33125,0.111086,0.0794983,0,0,0
146,0.109102,0.000729592,0,0,0,0,0,0,0.5625,-1.38744e-17,2.77149e-17,0,1.33125,0.110968,0.0793334,0,0,0
147,0.109832,0.00072988,0,0,0,0,0,0,0.5625,-1.38913e-17,2.7742e-17,0,1.33125,0.11085,0.0791679,0,0,0
148,0.110562,0.000730204,0,0,0,0,0,0,0.5625,-2.78132e-17,1.38236e-17,0,1.33125,0.110731,0.0790016,0,0,0
149,0.111292,0.000730563,0,0,0,0,0,0,0.5625,2.76438e-17,2.76201e-17,0,1.33125,0.110611,0.0788343,0,0,0
150,0.112023,0.000730954,0,0,0,0,0,0,0.5625,4.163e-17,2.76743e-17,0,1.33125,0.11049,0.0786659,0,0,0
151,0.112755,0.000731378,0,0,0,0,0,0,0.5625,1.3827e-17,-1.38507e-17,0,1.33125,0.110368,0.0784963,0,0,0
152,0.113487,0.000731833,0,0,0,0,0,0,0.5625,6.77626e-21,2.76878e-17,0,1.33125,0.110244,0.0783255,0,0,0
153,0.114219,0.000732319,0,0,0,0,0,0,0.5625,1.37999e-17,-1.38778e-17,0,1.33125,0.11012,0.0781536,0,0,0
154,0.114952,0.000732834,0,0,0,0,0,0,0.5625,-2.7698e-17,5.54298e-17,0,1.33125,0.109995,0.0779807,0,0,0
155,0.115685,0.000733379,0,0,0,0,0,0,0.5625,-2.78606e-17,2.78504e-17,0,1.33125,0.109869,0.0778071,0,0,0
156,0.116419,0.000733954,0,0,0,0,0,0,0.5625,-5.55857e-17,2.77285e-17,0,1.33125,0.109743,0.0776331,0,0,0
157,0.117153,0.000734407,0,0,0,0,0,0,0.5625,-1.42302e-19,5.56467e-17,0,1.33125,0.109616,0.0774593,0,0,0
158,0.117888,0.000734781,0,0,0,0,0,0,0.5625,2.77081e-17,5.55789e-17,0,1.33125,0.10949,0.0772863,0,0,0
159,0.118623,0.000735183,0,0,0,0,0,0,0.5625,-3.04932e-20,2.78369e-17,0,1.33125,0.109365,0.0771148,0,0,0
160,0.119359,0.00073561,0,0,0,0,0,0,0.5625,3.38813e-20,5.56467e-17,0,1.33125,0.109241,0.0769459,0,0,0
161,0.120095,0.000736064,0,0,0,0,0,0,0.5625,5.0822e-20,-2.76743e-17,0,1.33125,0.109119,0.0767807,0,0,0
162,0.120832,0.000736543,0,0,0,0,0,0,0.5625,-7.7927e-20,1.38371e-17,0,1.33125,0.109,0.0766207,0,0,0
163,0.121569,0.000737046,0,0,0,0,0,0,0.5625,1.38473e-17,-5.54298e-17,0,1.33125,0.108886,0.0764673,0,0,0
164,0.122306,0.000737574,0,0,0,0,0,0,0.5625,-1.39591e-17,-2.78775e-17,0,1.33125,0.108778,0.0763228,0,0,0
165,0.123044,0.000738125,0,0,0,0,0,0,0.5625,1.38439e-17,-6.77626e-20,0,1.33125,0.108678,0.0761894,0,0,0
166,0.123783,0.000738701,0,0,0,0,0,0,0.5625,4.74338e-20,2.78369e-17,0,1.33125,0.108587,0.07607,0,0,0
167,0.124522,0.000739299,0,0,0,0,0,0,0.5625,-1.38337e-17,-2.77556e-17,0,1.33125,0.108507,0.0759679,0,0,0
168,0.125262,0.000739911,0,0,0,0,0,0,0.5625,-3.04932e-20,2.77556e-17,0,1.33125,0.108442,0.075887,0,0,0
169,0.126003,0.000740322,0,0,0,0,0,0,0.5625,-1.38575e-17,-2.77149e-17,0,1.33125,0.108394,0.0758323,0,0,0
170,0.126743,0.000740753,0,0,0,0,0,0,0.5625,-1.38541e-17,2.77691e-17,0,1.33125,0.108368,0.0758094,0,0,0
171,0.127485,0.000741206,0,0,0,0,0,0,0.5625,-2.7759e-17,8.13152e-20,0,1.33125,0.108368,0.0758252,0,0,0
